Table,Condition,Frequency
p,p.AnswerCount <= 4 AND p.CommentCount >= 0 AND p.CommentCount <= 12 AND p.FavoriteCount >= 0 AND p.FavoriteCount <= 89 AND p.CreationDate <= '2014-09-02 10:21:04'::timestamp,1
p,p.PostTypeId = 2,1
p,p.AnswerCount >= 0 AND p.FavoriteCount >= 0 AND p.CreationDate <= '2014-09-03 03:32:35'::timestamp,1
p,p.FavoriteCount >= 0 AND p.CreationDate >= '2010-07-23 02:00:12'::timestamp AND p.CreationDate <= '2014-09-08 13:52:41'::timestamp,1
p,p.Score >= -1 AND p.ViewCount <= 5896 AND p.AnswerCount >= 0 AND p.CreationDate >= '2010-07-29 15:57:21'::timestamp,1
p,p.CommentCount >= 0 AND p.CommentCount <= 14,1
p,p.AnswerCount >= 0 AND p.AnswerCount <= 9 AND p.CreationDate >= '2010-07-20 18:17:25'::timestamp AND p.CreationDate <= '2014-08-26 12:57:22'::timestamp,1
p,p.ViewCount >= 0 AND p.AnswerCount >= 0 AND p.AnswerCount <= 5,1
p,p.Score >= -2 AND p.CommentCount >= 0 AND p.CommentCount <= 12 AND p.FavoriteCount >= 0 AND p.FavoriteCount <= 6,1
p,p.PostTypeId = 1 AND p.ViewCount >= 0 AND p.ViewCount <= 4157 AND p.FavoriteCount = 0 AND p.CreationDate <= '2014-09-08 09:58:16'::timestamp,1
p,p.PostTypeId = 1 AND p.ViewCount >= 0 AND p.ViewCount <= 25597 AND p.CommentCount >= 0 AND p.CommentCount <= 11 AND p.FavoriteCount >= 0,1
p,p.Score >= 0 AND p.Score <= 23 AND p.AnswerCount >= 0 AND p.AnswerCount <= 4 AND p.CommentCount >= 0 AND p.CommentCount <= 10 AND p.FavoriteCount <= 9 AND p.CreationDate >= '2010-07-22 12:17:20'::timestamp AND p.CreationDate <= '2014-09-12 00:27:12'::timestamp,1
p,p.Score >= -1 AND p.Score <= 14,1
p,p.ViewCount >= 0 AND p.AnswerCount <= 5 AND p.CommentCount <= 12 AND p.FavoriteCount >= 0,1
p,p.Score <= 40 AND p.CommentCount >= 0 AND p.CreationDate >= '2010-07-28 17:40:56'::timestamp AND p.CreationDate <= '2014-09-11 04:22:44'::timestamp,1
p,p.PostTypeId = 1 AND p.AnswerCount >= 0 AND p.CommentCount >= 0 AND p.CommentCount <= 14,1
p,p.AnswerCount <= 4 AND p.FavoriteCount >= 0,1
p,p.AnswerCount >= 0 AND p.CommentCount >= 0,1
p,p.PostTypeId = 1 AND p.AnswerCount >= 0 AND p.CreationDate >= '2010-07-21 15:23:53'::timestamp AND p.CreationDate <= '2014-09-11 23:26:14'::timestamp,1
p,p.Score >= -2 AND p.CommentCount <= 18 AND p.CreationDate >= '2010-07-21 13:50:08'::timestamp AND p.CreationDate <= '2014-09-11 00:53:10'::timestamp,1
,,
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-07-09 22:35:44'::timestamp,1
pl,pl.LinkTypeId = 1,5
pl,pl.CreationDate <= '2014-08-17 01:23:50'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate <= '2014-08-11 17:26:31'::timestamp,2
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-04-12 15:23:59'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-03-11 18:50:29'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-03-07 16:05:24'::timestamp,1
pl,pl.CreationDate >= '2010-08-13 11:42:08'::timestamp AND pl.CreationDate <= '2014-08-29 00:27:05'::timestamp,1
pl,pl.CreationDate >= '2011-11-03 05:09:35'::timestamp,1
pl,pl.CreationDate >= '2011-11-21 22:39:41'::timestamp AND pl.CreationDate <= '2014-09-01 16:29:56'::timestamp,1
pl,pl.CreationDate >= '2011-03-22 06:18:34'::timestamp AND pl.CreationDate <= '2014-08-22 20:04:25'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2010-10-19 15:02:42'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-06-14 13:31:35'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-10-06 21:41:26'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-09-03 21:00:10'::timestamp AND pl.CreationDate <= '2014-07-30 21:29:52'::timestamp,1
pl,pl.CreationDate <= '2014-06-25 13:05:06'::timestamp,1
pl,pl.LinkTypeId = 1 AND pl.CreationDate >= '2011-02-16 20:04:50'::timestamp AND pl.CreationDate <= '2014-09-01 16:48:04'::timestamp,1
pl,pl.LinkTypeId = 1,1
pl,pl.CreationDate >= '2010-10-27 10:02:57'::timestamp AND pl.CreationDate <= '2014-09-04 17:23:50'::timestamp,1
pl,pl.CreationDate >= '2010-11-16 01:27:37'::timestamp AND pl.CreationDate <= '2014-08-21 15:25:23'::timestamp,1
pl,pl.CreationDate <= '2014-08-05 18:27:51'::timestamp,1
,,
v,v.BountyAmount <= 100,1
v,v.CreationDate <= '2014-09-12 00:00:00'::timestamp,4
v,v.BountyAmount >= 0 AND v.BountyAmount <= 50,1
v,v.VoteTypeId = 2 AND v.CreationDate <= '2014-09-12 00:00:00'::timestamp,1
v,v.BountyAmount <= 50 AND v.CreationDate <= '2014-09-12 00:00:00'::timestamp,1
v,v.CreationDate <= '2014-09-06 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-26 00:00:00'::timestamp AND v.CreationDate <= '2014-09-12 00:00:00'::timestamp,1
v,v.BountyAmount >= 0 AND v.CreationDate >= '2010-07-26 00:00:00'::timestamp AND v.CreationDate <= '2014-09-08 00:00:00'::timestamp,1
v,v.BountyAmount >= 0 AND v.CreationDate <= '2014-09-11 00:00:00'::timestamp,1
v,v.BountyAmount >= 0 AND v.BountyAmount <= 300 AND v.CreationDate >= '2010-07-29 00:00:00'::timestamp,1
v,v.CreationDate <= '2014-09-11 00:00:00'::timestamp,2
v,v.BountyAmount <= 50,2
v,v.BountyAmount >= 0 AND v.BountyAmount <= 200,1
v,v.CreationDate >= '2010-07-19 00:00:00'::timestamp,2
v,v.CreationDate >= '2010-07-20 00:00:00'::timestamp,2
v,v.VoteTypeId = 2 AND v.CreationDate <= '2014-09-11 00:00:00'::timestamp,1
v,v.BountyAmount <= 100 AND v.CreationDate >= '2009-02-03 00:00:00'::timestamp AND v.CreationDate <= '2014-09-11 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-27 00:00:00'::timestamp,1
v,v.BountyAmount <= 50 AND v.CreationDate >= '2010-07-21 00:00:00'::timestamp AND v.CreationDate <= '2014-09-14 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-19 00:00:00'::timestamp AND v.CreationDate <= '2014-09-10 00:00:00'::timestamp,2
v,v.CreationDate <= '2014-09-10 00:00:00'::timestamp,1
v,v.VoteTypeId = 2 AND v.CreationDate >= '2010-07-27 00:00:00'::timestamp,1
v,v.VoteTypeId = 5,1
v,v.VoteTypeId = 15,1
v,v.VoteTypeId = 2,2
v,v.VoteTypeId = 5,1
v,v.BountyAmount <= 50,1
v,v.CreationDate >= '2010-07-19 00:00:00'::timestamp AND v.CreationDate <= '2014-09-10 00:00:00'::timestamp,1
v,v.CreationDate <= '2014-09-11 00:00:00'::timestamp,1
v,v.CreationDate <= '2014-09-12 00:00:00'::timestamp,1
v,v.VoteTypeId = 2,3
v,v.VoteTypeId = 5 AND v.CreationDate >= '2010-07-19 00:00:00'::timestamp AND v.CreationDate <= '2014-09-13 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-22 00:00:00'::timestamp AND v.CreationDate <= '2014-09-14 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-20 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-20 00:00:00'::timestamp AND v.CreationDate <= '2014-09-03 00:00:00'::timestamp,1
v,v.CreationDate <= '2014-09-10 00:00:00'::timestamp,1
v,v.BountyAmount >= 0 AND v.CreationDate >= '2010-05-19 00:00:00'::timestamp,1
v,v.BountyAmount >= 0 AND v.BountyAmount <= 100 AND v.CreationDate >= '2010-07-26 00:00:00'::timestamp,1
v,v.BountyAmount >= 0 AND v.CreationDate >= '2010-07-20 00:00:00'::timestamp AND v.CreationDate <= '2014-09-11 00:00:00'::timestamp,1
v,v.CreationDate >= '2009-02-02 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-19 00:00:00'::timestamp AND v.CreationDate <= '2014-08-31 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-21 00:00:00'::timestamp AND v.CreationDate <= '2014-09-14 00:00:00'::timestamp,1
v,v.VoteTypeId = 2 AND v.CreationDate <= '2014-09-10 00:00:00'::timestamp,1
v,v.CreationDate >= '2010-07-21 00:00:00'::timestamp,1
